Entity,Code,Year,Population density
Denmark,DNK,700,8.5
Denmark,DNK,800,9
Denmark,DNK,900,9.439675
Denmark,DNK,1000,10
Denmark,DNK,1100,11.674075
Denmark,DNK,1200,13.38555
Denmark,DNK,1300,15
Denmark,DNK,1400,10
Denmark,DNK,1500,15
Denmark,DNK,1600,17.5
Denmark,DNK,1700,20
Denmark,DNK,1710,20.38555
Denmark,DNK,1720,20.793575
Denmark,DNK,1730,21.2215
Denmark,DNK,1740,21.671576
Denmark,DNK,1750,22.14635
Denmark,DNK,1760,23
Denmark,DNK,1770,23.5
Denmark,DNK,1780,24
Denmark,DNK,1790,24.5
Denmark,DNK,1800,25
Denmark,DNK,1801,25.180775
Denmark,DNK,1802,25.36285
Denmark,DNK,1803,25.54625
Denmark,DNK,1804,25.730974
Denmark,DNK,1805,25.91705
Denmark,DNK,1806,26.10445
Denmark,DNK,1807,26.293224
Denmark,DNK,1808,26.48335
Denmark,DNK,1809,26.67485
Denmark,DNK,1810,26.869125
Denmark,DNK,1811,27.063425
Denmark,DNK,1812,27.259125
Denmark,DNK,1813,27.456224
Denmark,DNK,1814,27.654776
Denmark,DNK,1815,27.854725
Denmark,DNK,1816,28.05615
Denmark,DNK,1817,28.259026
Denmark,DNK,1818,28.463375
Denmark,DNK,1819,28.683874
Denmark,DNK,1820,28.920824
Denmark,DNK,1821,29.17445
Denmark,DNK,1822,29.44505
Denmark,DNK,1823,29.732876
Denmark,DNK,1824,30.023525
Denmark,DNK,1825,30.317
Denmark,DNK,1826,30.61335
Denmark,DNK,1827,30.9126
Denmark,DNK,1828,31.214775
Denmark,DNK,1829,31.498474
Denmark,DNK,1830,31.763426
Denmark,DNK,1831,32.00925
Denmark,DNK,1832,32.23565
Denmark,DNK,1833,32.4423
Denmark,DNK,1834,32.650276
Denmark,DNK,1835,32.859573
Denmark,DNK,1836,33.070225
Denmark,DNK,1837,33.2822
Denmark,DNK,1838,33.495575
Denmark,DNK,1839,33.73465
Denmark,DNK,1840,33.9999
Denmark,DNK,1841,34.291676
Denmark,DNK,1842,34.61045
Denmark,DNK,1843,34.956627
Denmark,DNK,1844,35.30625
Denmark,DNK,1845,35.659374
Denmark,DNK,1846,36.01605
Denmark,DNK,1847,36.376274
Denmark,DNK,1848,36.7401
Denmark,DNK,1849,37.125725
Denmark,DNK,1850,37.533573
Denmark,DNK,1851,37.96495
Denmark,DNK,1852,38.419476
Denmark,DNK,1853,38.89765
Denmark,DNK,1854,39.38175
Denmark,DNK,1855,39.8719
Denmark,DNK,1856,40.36815
Denmark,DNK,1857,40.87055
Denmark,DNK,1858,41.379227
Denmark,DNK,1859,41.8803
Denmark,DNK,1860,42.37355
Denmark,DNK,1861,42.8587
Denmark,DNK,1862,43.3355
Denmark,DNK,1863,43.8037
Denmark,DNK,1864,44.27695
Denmark,DNK,1865,44.755325
Denmark,DNK,1866,45.238876
Denmark,DNK,1867,45.72765
Denmark,DNK,1868,46.2217
Denmark,DNK,1869,46.711624
Denmark,DNK,1870,47.197273
Denmark,DNK,1871,47.67855
Denmark,DNK,1872,48.155273
Denmark,DNK,1873,48.6273
Denmark,DNK,1874,49.103973
Denmark,DNK,1875,49.5853
Denmark,DNK,1876,50.071377
Denmark,DNK,1877,50.562176
Denmark,DNK,1878,51.057823
Denmark,DNK,1879,51.558426
Denmark,DNK,1880,52.064075
Denmark,DNK,1881,52.5748
Denmark,DNK,1882,53.090675
Denmark,DNK,1883,53.611725
Denmark,DNK,1884,54.137875
Denmark,DNK,1885,54.6692
Denmark,DNK,1886,55.20575
Denmark,DNK,1887,55.74755
Denmark,DNK,1888,56.294674
Denmark,DNK,1889,56.86185
Denmark,DNK,1890,57.449425
Denmark,DNK,1891,58.057774
Denmark,DNK,1892,58.68725
Denmark,DNK,1893,59.33825
Denmark,DNK,1894,59.996475
Denmark,DNK,1895,60.662
Denmark,DNK,1896,61.334927
Denmark,DNK,1897,62.0153
Denmark,DNK,1898,62.7032
Denmark,DNK,1899,63.409126
Denmark,DNK,1900,64.13332
Denmark,DNK,1901,64.876175
Denmark,DNK,1902,65.638
Denmark,DNK,1903,66.41913
Denmark,DNK,1904,67.20955
Denmark,DNK,1905,68.00938
Denmark,DNK,1906,68.818726
Denmark,DNK,1907,69.6377
Denmark,DNK,1908,70.46642
Denmark,DNK,1909,71.304474
Denmark,DNK,1910,72.1519
Denmark,DNK,1911,73.00887
Denmark,DNK,1912,73.87545
Denmark,DNK,1913,74.75175
Denmark,DNK,1914,75.63847
Denmark,DNK,1915,76.5357
Denmark,DNK,1916,77.44355
Denmark,DNK,1917,78.3622
Denmark,DNK,1918,79.29
Denmark,DNK,1919,80.18092
Denmark,DNK,1920,81.03405
Denmark,DNK,1921,81.8485
Denmark,DNK,1922,82.62343
Denmark,DNK,1923,83.3579
Denmark,DNK,1924,84.0989
Denmark,DNK,1925,84.8465
Denmark,DNK,1926,85.60072
Denmark,DNK,1927,86.36167
Denmark,DNK,1928,87.12937
Denmark,DNK,1929,87.88635
Denmark,DNK,1930,88.6324
Denmark,DNK,1931,89.36725
Denmark,DNK,1932,90.0907
Denmark,DNK,1933,90.802475
Denmark,DNK,1934,91.51985
Denmark,DNK,1935,92.24293
Denmark,DNK,1936,92.9717
Denmark,DNK,1937,93.70622
Denmark,DNK,1938,94.44655
Denmark,DNK,1939,95.250374
Denmark,DNK,1940,96.11885
Denmark,DNK,1941,97.0531
Denmark,DNK,1942,98.054276
Denmark,DNK,1943,99.12357
Denmark,DNK,1944,100.20453
Denmark,DNK,1945,101.29727
Denmark,DNK,1946,102.401924
Denmark,DNK,1947,103.51862
Denmark,DNK,1948,104.64752
Denmark,DNK,1949,105.70587
Denmark,DNK,1950,106.7102
Denmark,DNK,1951,107.5066
Denmark,DNK,1952,108.30592
Denmark,DNK,1953,109.2277
Denmark,DNK,1954,110.160126
Denmark,DNK,1955,110.97108
Denmark,DNK,1956,111.65852
Denmark,DNK,1957,112.24148
Denmark,DNK,1958,112.90177
Denmark,DNK,1959,113.712
Denmark,DNK,1960,114.48373
Denmark,DNK,1961,115.28393
Denmark,DNK,1962,116.18665
Denmark,DNK,1963,117.1067
Denmark,DNK,1964,118.047226
Denmark,DNK,1965,118.97095
Denmark,DNK,1966,119.93
Denmark,DNK,1967,120.88058
Denmark,DNK,1968,121.620026
Denmark,DNK,1969,122.295
Denmark,DNK,1970,123.2169
Denmark,DNK,1971,124.07655
Denmark,DNK,1972,124.7892
Denmark,DNK,1973,125.54413
Denmark,DNK,1974,126.14095
Denmark,DNK,1975,126.51008
Denmark,DNK,1976,126.8201
Denmark,DNK,1977,127.21435
Denmark,DNK,1978,127.60855
Denmark,DNK,1979,127.921524
Denmark,DNK,1980,128.07695
Denmark,DNK,1981,128.0407
Denmark,DNK,1982,127.947426
Denmark,DNK,1983,127.8617
Denmark,DNK,1984,127.79575
Denmark,DNK,1985,127.84695
Denmark,DNK,1986,128.01727
Denmark,DNK,1987,128.17838
Denmark,DNK,1988,128.24126
Denmark,DNK,1989,128.31793
Denmark,DNK,1990,128.52562
Denmark,DNK,1991,128.85864
Denmark,DNK,1992,129.28427
Denmark,DNK,1993,129.71597
Denmark,DNK,1994,130.15475
Denmark,DNK,1995,130.83408
Denmark,DNK,1996,131.5768
Denmark,DNK,1997,132.12602
Denmark,DNK,1998,132.6066
Denmark,DNK,1999,133.04535
Denmark,DNK,2000,133.4915
Denmark,DNK,2001,133.97063
Denmark,DNK,2002,134.39915
Denmark,DNK,2003,134.76555
Denmark,DNK,2004,135.11485
Denmark,DNK,2005,135.48877
Denmark,DNK,2006,135.93553
Denmark,DNK,2007,136.5401
Denmark,DNK,2008,137.34415
Denmark,DNK,2009,138.0792
Denmark,DNK,2010,138.69666
Denmark,DNK,2011,139.27115
Denmark,DNK,2012,139.7978
Denmark,DNK,2013,140.38335
Denmark,DNK,2014,141.09482
Denmark,DNK,2015,142.09245
Denmark,DNK,2016,143.20496
Denmark,DNK,2017,144.1292
Denmark,DNK,2018,144.84563
Denmark,DNK,2019,145.36548
Denmark,DNK,2020,145.78825
Denmark,DNK,2021,146.41933
Denmark,DNK,2022,147.57245
Denmark,DNK,2023,148.70335
Denmark,DNK,2024,149.43542
Denmark,DNK,2025,150.06294
Denmark,DNK,2026,150.58803
Denmark,DNK,2027,151.036
Denmark,DNK,2028,151.42963
Denmark,DNK,2029,151.76546
Denmark,DNK,2030,152.0498
Denmark,DNK,2031,152.29868
Denmark,DNK,2032,152.50943
Denmark,DNK,2033,152.68977
Denmark,DNK,2034,152.85553
Denmark,DNK,2035,152.995
Denmark,DNK,2036,153.1077
Denmark,DNK,2037,153.19553
Denmark,DNK,2038,153.27185
Denmark,DNK,2039,153.3297
Denmark,DNK,2040,153.36653
Denmark,DNK,2041,153.3889
Denmark,DNK,2042,153.39383
Denmark,DNK,2043,153.39204
Denmark,DNK,2044,153.38063
Denmark,DNK,2045,153.3664
Denmark,DNK,2046,153.34047
Denmark,DNK,2047,153.29663
Denmark,DNK,2048,153.24957
Denmark,DNK,2049,153.1932
Denmark,DNK,2050,153.12085
Denmark,DNK,2051,153.03427
Denmark,DNK,2052,152.94196
Denmark,DNK,2053,152.83775
Denmark,DNK,2054,152.72252
Denmark,DNK,2055,152.59708
Denmark,DNK,2056,152.45932
Denmark,DNK,2057,152.3264
Denmark,DNK,2058,152.20485
Denmark,DNK,2059,152.08542
Denmark,DNK,2060,151.9558
Denmark,DNK,2061,151.82448
Denmark,DNK,2062,151.6973
Denmark,DNK,2063,151.57393
Denmark,DNK,2064,151.45454
Denmark,DNK,2065,151.33334
Denmark,DNK,2066,151.22658
Denmark,DNK,2067,151.13585
Denmark,DNK,2068,151.05353
Denmark,DNK,2069,150.9804
Denmark,DNK,2070,150.9151
Denmark,DNK,2071,150.85982
Denmark,DNK,2072,150.81215
Denmark,DNK,2073,150.75357
Denmark,DNK,2074,150.68765
Denmark,DNK,2075,150.62605
Denmark,DNK,2076,150.55162
Denmark,DNK,2077,150.47133
Denmark,DNK,2078,150.39635
Denmark,DNK,2079,150.31357
Denmark,DNK,2080,150.2198
Denmark,DNK,2081,150.12125
Denmark,DNK,2082,150.00333
Denmark,DNK,2083,149.8558
Denmark,DNK,2084,149.69182
Denmark,DNK,2085,149.51465
Denmark,DNK,2086,149.32602
Denmark,DNK,2087,149.13045
Denmark,DNK,2088,148.93475
Denmark,DNK,2089,148.73422
Denmark,DNK,2090,148.52202
Denmark,DNK,2091,148.3116
Denmark,DNK,2092,148.1072
Denmark,DNK,2093,147.90707
Denmark,DNK,2094,147.70728
Denmark,DNK,2095,147.51305
Denmark,DNK,2096,147.32903
Denmark,DNK,2097,147.1414
Denmark,DNK,2098,146.95268
Denmark,DNK,2099,146.7655
Denmark,DNK,2100,146.58015
Estonia,EST,-10000,0.00065497076
Estonia,EST,-9000,0.0013099415
Estonia,EST,-8000,0.0026432748
Estonia,EST,-7000,0.0052865497
Estonia,EST,-6000,0.010596491
Estonia,EST,-5000,0.021192983
Estonia,EST,-4000,0.042385966
Estonia,EST,-3000,0.08479532
Estonia,EST,-2000,0.16959064
Estonia,EST,-1000,0.33920467
Estonia,EST,0,0.67840934
Estonia,EST,100,0.7141287
Estonia,EST,200,0.7517193
Estonia,EST,300,0.79127485
Estonia,EST,400,0.83291227
Estonia,EST,500,0.87674856
Estonia,EST,600,0.92290056
Estonia,EST,700,0.9714854
Estonia,EST,800,1.0226198
Estonia,EST,900,1.076421
Estonia,EST,1000,1.1330761
Estonia,EST,1100,1.1927252
Estonia,EST,1200,1.2555088
Estonia,EST,1300,1.3215907
Estonia,EST,1400,1.3911345
Estonia,EST,1500,1.4643508
Estonia,EST,1600,1.5414269
Estonia,EST,1700,1.6225497
Estonia,EST,1710,1.8929825
Estonia,EST,1720,2.2084913
Estonia,EST,1730,2.5765615
Estonia,EST,1740,3.0059884
Estonia,EST,1750,3.5069942
Estonia,EST,1760,4.0914855
Estonia,EST,1770,4.7734036
Estonia,EST,1780,5.5689826
Estonia,EST,1790,6.497146
Estonia,EST,1800,7.8160467
Estonia,EST,1801,7.8160467
Estonia,EST,1802,7.8160467
Estonia,EST,1803,7.8160467
Estonia,EST,1804,7.8160467
Estonia,EST,1805,7.8160467
Estonia,EST,1806,7.8160467
Estonia,EST,1807,7.8160467
Estonia,EST,1808,7.8160467
Estonia,EST,1809,7.8160467
Estonia,EST,1810,7.8160467
Estonia,EST,1811,7.8160467
Estonia,EST,1812,7.8160467
Estonia,EST,1813,7.8160467
Estonia,EST,1814,7.8160467
Estonia,EST,1815,7.8160467
Estonia,EST,1816,7.8160467
Estonia,EST,1817,7.8160467
Estonia,EST,1818,7.8160467
Estonia,EST,1819,7.8349476
Estonia,EST,1820,7.873006
Estonia,EST,1821,7.9304094
Estonia,EST,1822,8.007439
Estonia,EST,1823,8.10428
Estonia,EST,1824,8.202315
Estonia,EST,1825,8.301544
Estonia,EST,1826,8.401941
Estonia,EST,1827,8.503579
Estonia,EST,1828,8.606433
Estonia,EST,1829,8.710549
Estonia,EST,1830,8.815907
Estonia,EST,1831,8.922549
Estonia,EST,1832,9.030479
Estonia,EST,1833,9.139696
Estonia,EST,1834,9.250269
Estonia,EST,1835,9.362152
Estonia,EST,1836,9.475391
Estonia,EST,1837,9.590012
Estonia,EST,1838,9.706012
Estonia,EST,1839,9.823415
Estonia,EST,1840,9.9422455
Estonia,EST,1841,10.062503
Estonia,EST,1842,10.184211
Estonia,EST,1843,10.307392
Estonia,EST,1844,10.43207
Estonia,EST,1845,10.558269
Estonia,EST,1846,10.685988
Estonia,EST,1847,10.815228
Estonia,EST,1848,10.946058
Estonia,EST,1849,11.078456
Estonia,EST,1850,11.212468
Estonia,EST,1851,11.3478365
Estonia,EST,1852,11.484818
Estonia,EST,1853,11.623486
Estonia,EST,1854,11.763789
Estonia,EST,1855,11.905825
Estonia,EST,1856,12.049544
Estonia,EST,1857,12.195018
Estonia,EST,1858,12.342246
Estonia,EST,1859,12.491251
Estonia,EST,1860,12.6420355
Estonia,EST,1861,12.794666
Estonia,EST,1862,12.949122
Estonia,EST,1863,13.105451
Estonia,EST,1864,13.263673
Estonia,EST,1865,13.423789
Estonia,EST,1866,13.585848
Estonia,EST,1867,13.749871
Estonia,EST,1868,13.915859
Estonia,EST,1869,14.083859
Estonia,EST,1870,14.253895
Estonia,EST,1871,14.425965
Estonia,EST,1872,14.600141
Estonia,EST,1873,14.776398
Estonia,EST,1874,14.954783
Estonia,EST,1875,15.135322
Estonia,EST,1876,15.318035
Estonia,EST,1877,15.502971
Estonia,EST,1878,15.690128
Estonia,EST,1879,15.879532
Estonia,EST,1880,16.07125
Estonia,EST,1881,16.265263
Estonia,EST,1882,16.461637
Estonia,EST,1883,16.66035
Estonia,EST,1884,16.861498
Estonia,EST,1885,17.065052
Estonia,EST,1886,17.271065
Estonia,EST,1887,17.479578
Estonia,EST,1888,17.690596
Estonia,EST,1889,17.904163
Estonia,EST,1890,18.120304
Estonia,EST,1891,18.339064
Estonia,EST,1892,18.560469
Estonia,EST,1893,18.784538
Estonia,EST,1894,19.011322
Estonia,EST,1895,19.240818
Estonia,EST,1896,19.473099
Estonia,EST,1897,19.708187
Estonia,EST,1898,19.946129
Estonia,EST,1899,20.186924
Estonia,EST,1900,20.43062
Estonia,EST,1901,20.677286
Estonia,EST,1902,20.9269
Estonia,EST,1903,21.179533
Estonia,EST,1904,21.435228
Estonia,EST,1905,21.694012
Estonia,EST,1906,21.955906
Estonia,EST,1907,22.220959
Estonia,EST,1908,22.48924
Estonia,EST,1909,22.761988
Estonia,EST,1910,23.039345
Estonia,EST,1911,23.321333
Estonia,EST,1912,23.608047
Estonia,EST,1913,23.899555
Estonia,EST,1914,24.194666
Estonia,EST,1915,24.493404
Estonia,EST,1916,24.795835
Estonia,EST,1917,25.102013
Estonia,EST,1918,25.412561
Estonia,EST,1919,25.66669
Estonia,EST,1920,25.863695
Estonia,EST,1921,26.002783
Estonia,EST,1922,26.083204
Estonia,EST,1923,26.104164
Estonia,EST,1924,26.12517
Estonia,EST,1925,26.146175
Estonia,EST,1926,26.167204
Estonia,EST,1927,26.188257
Estonia,EST,1928,26.20931
Estonia,EST,1929,26.22524
Estonia,EST,1930,26.236023
Estonia,EST,1931,26.241638
Estonia,EST,1932,26.242128
Estonia,EST,1933,26.23745
Estonia,EST,1934,26.232773
Estonia,EST,1935,26.228117
Estonia,EST,1936,26.223438
Estonia,EST,1937,26.21876
Estonia,EST,1938,26.214106
Estonia,EST,1939,26.197895
Estonia,EST,1940,26.170221
Estonia,EST,1941,26.131063
Estonia,EST,1942,26.080467
Estonia,EST,1943,26.018456
Estonia,EST,1944,25.956608
Estonia,EST,1945,25.894901
Estonia,EST,1946,25.833334
Estonia,EST,1947,25.77193
Estonia,EST,1948,25.710667
Estonia,EST,1949,25.713053
Estonia,EST,1950,25.778854
Estonia,EST,1951,26.1098
Estonia,EST,1952,26.429848
Estonia,EST,1953,26.728468
Estonia,EST,1954,27.013123
Estonia,EST,1955,27.295391
Estonia,EST,1956,27.559439
Estonia,EST,1957,27.807814
Estonia,EST,1958,28.079765
Estonia,EST,1959,28.302736
Estonia,EST,1960,28.54889
Estonia,EST,1961,28.892866
Estonia,EST,1962,29.231205
Estonia,EST,1963,29.56152
Estonia,EST,1964,29.902737
Estonia,EST,1965,30.241053
Estonia,EST,1966,30.560118
Estonia,EST,1967,30.878572
Estonia,EST,1968,31.211884
Estonia,EST,1969,31.548468
Estonia,EST,1970,31.856678
Estonia,EST,1971,32.152607
Estonia,EST,1972,32.449474
Estonia,EST,1973,32.73317
Estonia,EST,1974,33.01876
Estonia,EST,1975,33.298386
Estonia,EST,1976,33.564163
Estonia,EST,1977,33.837894
Estonia,EST,1978,34.11064
Estonia,EST,1979,34.33965
Estonia,EST,1980,34.537193
Estonia,EST,1981,34.744865
Estonia,EST,1982,34.968678
Estonia,EST,1983,35.210457
Estonia,EST,1984,35.45296
Estonia,EST,1985,35.67909
Estonia,EST,1986,35.920326
Estonia,EST,1987,36.19319
Estonia,EST,1988,36.470154
Estonia,EST,1989,36.668774
Estonia,EST,1990,36.7324
Estonia,EST,1991,36.617077
Estonia,EST,1992,36.028374
Estonia,EST,1993,35.189335
Estonia,EST,1994,34.519672
Estonia,EST,1995,33.983063
Estonia,EST,1996,33.55918
Estonia,EST,1997,33.25132
Estonia,EST,1998,33.010666
Estonia,EST,1999,32.832256
Estonia,EST,2000,32.678387
Estonia,EST,2001,32.471905
Estonia,EST,2002,32.267555
Estonia,EST,2003,32.066643
Estonia,EST,2004,31.875603
Estonia,EST,2005,31.692327
Estonia,EST,2006,31.506058
Estonia,EST,2007,31.361614
Estonia,EST,2008,31.276678
Estonia,EST,2009,31.21703
Estonia,EST,2010,31.14503
Estonia,EST,2011,31.049498
Estonia,EST,2012,30.938387
Estonia,EST,2013,30.828562
Estonia,EST,2014,30.747509
Estonia,EST,2015,30.750433
Estonia,EST,2016,30.780117
Estonia,EST,2017,30.817123
Estonia,EST,2018,30.923298
Estonia,EST,2019,31.036749
Estonia,EST,2020,31.103485
Estonia,EST,2021,31.152046
Estonia,EST,2022,31.581099
Estonia,EST,2023,31.981146
Estonia,EST,2024,31.825708
Estonia,EST,2025,31.444023
Estonia,EST,2026,31.135954
Estonia,EST,2027,30.969965
Estonia,EST,2028,30.804
Estonia,EST,2029,30.638784
Estonia,EST,2030,30.47427
Estonia,EST,2031,30.309404
Estonia,EST,2032,30.145428
Estonia,EST,2033,29.983603
Estonia,EST,2034,29.823883
Estonia,EST,2035,29.667088
Estonia,EST,2036,29.513496
Estonia,EST,2037,29.362993
Estonia,EST,2038,29.216656
Estonia,EST,2039,29.072912
Estonia,EST,2040,28.93083
Estonia,EST,2041,28.789053
Estonia,EST,2042,28.646479
Estonia,EST,2043,28.504
Estonia,EST,2044,28.36014
Estonia,EST,2045,28.214901
Estonia,EST,2046,28.069077
Estonia,EST,2047,27.9218
Estonia,EST,2048,27.774363
Estonia,EST,2049,27.623743
Estonia,EST,2050,27.468164
Estonia,EST,2051,27.309334
Estonia,EST,2052,27.148024
Estonia,EST,2053,26.984234
Estonia,EST,2054,26.817146
Estonia,EST,2055,26.645802
Estonia,EST,2056,26.470106
Estonia,EST,2057,26.292444
Estonia,EST,2058,26.111835
Estonia,EST,2059,25.928724
Estonia,EST,2060,25.741964
Estonia,EST,2061,25.552702
Estonia,EST,2062,25.363766
Estonia,EST,2063,25.174854
Estonia,EST,2064,24.985638
Estonia,EST,2065,24.796328
Estonia,EST,2066,24.607813
Estonia,EST,2067,24.419836
Estonia,EST,2068,24.232748
Estonia,EST,2069,24.046152
Estonia,EST,2070,23.859251
Estonia,EST,2071,23.673473
Estonia,EST,2072,23.49048
Estonia,EST,2073,23.30966
Estonia,EST,2074,23.131018
Estonia,EST,2075,22.955322
Estonia,EST,2076,22.782198
Estonia,EST,2077,22.60987
Estonia,EST,2078,22.438807
Estonia,EST,2079,22.270035
Estonia,EST,2080,22.104328
Estonia,EST,2081,21.942316
Estonia,EST,2082,21.78248
Estonia,EST,2083,21.623531
Estonia,EST,2084,21.465778
Estonia,EST,2085,21.31193
Estonia,EST,2086,21.162643
Estonia,EST,2087,21.016703
Estonia,EST,2088,20.876328
Estonia,EST,2089,20.739672
Estonia,EST,2090,20.605099
Estonia,EST,2091,20.472748
Estonia,EST,2092,20.342667
Estonia,EST,2093,20.213099
Estonia,EST,2094,20.083954
Estonia,EST,2095,19.954714
Estonia,EST,2096,19.824562
Estonia,EST,2097,19.695673
Estonia,EST,2098,19.568445
Estonia,EST,2099,19.440374
Estonia,EST,2100,19.31013
Finland,FIN,-10000,0.0013851068
Finland,FIN,-9000,0.0018490024
Finland,FIN,-8000,0.0024675298
Finland,FIN,-7000,0.0032900397
Finland,FIN,-6000,0.0049350597
Finland,FIN,-5000,0.0065800794
Finland,FIN,-4000,0.009870119
Finland,FIN,-3000,0.013160159
Finland,FIN,-2000,0.016450198
Finland,FIN,-1000,0.02303028
Finland,FIN,0,0.06580079
Finland,FIN,100,0.049350597
Finland,FIN,200,0.06580079
Finland,FIN,300,0.082251
Finland,FIN,400,0.098701194
Finland,FIN,500,0.1151514
Finland,FIN,600,0.13160159
Finland,FIN,700,0.1480518
Finland,FIN,800,0.164502
Finland,FIN,900,0.20398247
Finland,FIN,1000,0.24346295
Finland,FIN,1100,0.28294343
Finland,FIN,1200,0.3224239
Finland,FIN,1300,0.36190438
Finland,FIN,1400,0.329004
Finland,FIN,1500,0.329004
Finland,FIN,1600,0.658008
Finland,FIN,1700,1.3164074
Finland,FIN,1710,1.4394352
Finland,FIN,1720,1.5739616
Finland,FIN,1730,1.7210627
Finland,FIN,1740,1.8819094
Finland,FIN,1750,2.0577884
Finland,FIN,1760,2.2501042
Finland,FIN,1770,2.460397
Finland,FIN,1780,2.690338
Finland,FIN,1790,2.9417727
Finland,FIN,1800,2.632032
Finland,FIN,1801,2.6824222
Finland,FIN,1802,2.7337797
Finland,FIN,1803,2.786121
Finland,FIN,1804,2.8394623
Finland,FIN,1805,2.8938236
Finland,FIN,1806,2.9492278
Finland,FIN,1807,3.0056949
Finland,FIN,1808,3.063241
Finland,FIN,1809,3.121886
Finland,FIN,1810,3.182801
Finland,FIN,1811,3.2437391
Finland,FIN,1812,3.305842
Finland,FIN,1813,3.3691323
Finland,FIN,1814,3.433637
Finland,FIN,1815,3.4993784
Finland,FIN,1816,3.5663736
Finland,FIN,1817,3.634655
Finland,FIN,1818,3.7042427
Finland,FIN,1819,3.7723925
Finland,FIN,1820,3.8390388
Finland,FIN,1821,3.9041061
Finland,FIN,1822,3.9675183
Finland,FIN,1823,4.0292
Finland,FIN,1824,4.091842
Finland,FIN,1825,4.1554585
Finland,FIN,1826,4.220062
Finland,FIN,1827,4.2856717
Finland,FIN,1828,4.3523016
Finland,FIN,1829,4.410953
Finland,FIN,1830,4.4614587
Finland,FIN,1831,4.503637
Finland,FIN,1832,4.5373106
Finland,FIN,1833,4.562295
Finland,FIN,1834,4.587421
Finland,FIN,1835,4.612682
Finland,FIN,1836,4.638081
Finland,FIN,1837,4.6636214
Finland,FIN,1838,4.689304
Finland,FIN,1839,4.721546
Finland,FIN,1840,4.760461
Finland,FIN,1841,4.806169
Finland,FIN,1842,4.8587866
Finland,FIN,1843,4.918435
Finland,FIN,1844,4.978814
Finland,FIN,1845,5.0399365
Finland,FIN,1846,5.101809
Finland,FIN,1847,5.1644382
Finland,FIN,1848,5.227837
Finland,FIN,1849,5.285893
Finland,FIN,1850,5.3384943
Finland,FIN,1851,5.38543
Finland,FIN,1852,5.426694
Finland,FIN,1853,5.46218
Finland,FIN,1854,5.4978967
Finland,FIN,1855,5.533847
Finland,FIN,1856,5.570034
Finland,FIN,1857,5.606455
Finland,FIN,1858,5.643116
Finland,FIN,1859,5.673565
Finland,FIN,1860,5.6977534
Finland,FIN,1861,5.715638
Finland,FIN,1862,5.7271695
Finland,FIN,1863,5.732302
Finland,FIN,1864,5.737441
Finland,FIN,1865,5.7425838
Finland,FIN,1866,5.7477293
Finland,FIN,1867,5.7528815
Finland,FIN,1868,5.758037
Finland,FIN,1869,5.7801
Finland,FIN,1870,5.819347
Finland,FIN,1871,5.8760605
Finland,FIN,1872,5.9505305
Finland,FIN,1873,6.04304
Finland,FIN,1874,6.13699
Finland,FIN,1875,6.232398
Finland,FIN,1876,6.3292933
Finland,FIN,1877,6.4276915
Finland,FIN,1878,6.52762
Finland,FIN,1879,6.6276703
Finland,FIN,1880,6.727819
Finland,FIN,1881,6.82805
Finland,FIN,1882,6.9283404
Finland,FIN,1883,7.02867
Finland,FIN,1884,7.130454
Finland,FIN,1885,7.2337117
Finland,FIN,1886,7.3384666
Finland,FIN,1887,7.444735
Finland,FIN,1888,7.5525465
Finland,FIN,1889,7.6569886
Finland,FIN,1890,7.7579665
Finland,FIN,1891,7.855368
Finland,FIN,1892,7.9490848
Finland,FIN,1893,8.039008
Finland,FIN,1894,8.129949
Finland,FIN,1895,8.221915
Finland,FIN,1896,8.314924
Finland,FIN,1897,8.408986
Finland,FIN,1898,8.504111
Finland,FIN,1899,8.598365
Finland,FIN,1900,8.691716
Finland,FIN,1901,8.784133
Finland,FIN,1902,8.875589
Finland,FIN,1903,8.966053
Finland,FIN,1904,9.057437
Finland,FIN,1905,9.149752
Finland,FIN,1906,9.243009
Finland,FIN,1907,9.337215
Finland,FIN,1908,9.43238
Finland,FIN,1909,9.521862
Finland,FIN,1910,9.605557
Finland,FIN,1911,9.683357
Finland,FIN,1912,9.755162
Finland,FIN,1913,9.820865
Finland,FIN,1914,9.887008
Finland,FIN,1915,9.953598
Finland,FIN,1916,10.020636
Finland,FIN,1917,10.088124
Finland,FIN,1918,10.156274
Finland,FIN,1919,10.230859
Finland,FIN,1920,10.311972
Finland,FIN,1921,10.39972
Finland,FIN,1922,10.494207
Finland,FIN,1923,10.595537
Finland,FIN,1924,10.6978445
Finland,FIN,1925,10.801138
Finland,FIN,1926,10.905429
Finland,FIN,1927,11.010727
Finland,FIN,1928,11.117044
Finland,FIN,1929,11.218358
Finland,FIN,1930,11.314575
Finland,FIN,1931,11.405611
Finland,FIN,1932,11.491365
Finland,FIN,1933,11.571748
Finland,FIN,1934,11.652696
Finland,FIN,1935,11.734207
Finland,FIN,1936,11.81629
Finland,FIN,1937,11.898946
Finland,FIN,1938,11.982181
Finland,FIN,1939,12.068695
Finland,FIN,1940,12.158533
Finland,FIN,1941,12.251743
Finland,FIN,1942,12.348365
Finland,FIN,1943,12.448451
Finland,FIN,1944,12.549347
Finland,FIN,1945,12.651062
Finland,FIN,1946,12.753599
Finland,FIN,1947,12.856969
Finland,FIN,1948,12.961178
Finland,FIN,1949,13.071299
Finland,FIN,1950,13.187829
